_source_row,Cycle_Index,Discharge Time (s),Charging time (s),C/D,Battery_ID,is_long_duration,long_duration_reason,is_candidate_incomplete_cycle,candidate_incomplete_reason,cycle_class,is_regular_eligible,classification_reason
1633,580.0,1578.88,8457.38,5.35656921361978,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1634,581.0,1577.56,8507.12,5.392580947792795,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1635,582.0,1576.38,8470.75,5.373545718671894,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1636,583.0,1575.5,8530.81,5.414668359251031,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1637,584.0,1573.56,8472.81,5.384484862350339,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1638,585.0,1571.81,8456.12,5.379861433633837,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1639,586.0,1570.25,8461.88,5.388874383060021,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1640,587.0,1568.12,8468.06,5.400135193735173,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1641,588.0,1565.94,8487.12,5.419824514349209,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1642,589.0,1562.88,8454.88,5.409807534807534,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1643,590.0,1560.38,8421.88,5.3973262923134095,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1644,591.0,1557.5,8446.0,5.422792937399679,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1645,592.0,1543.0,8431.12,5.464108878807519,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1646,593.0,1532.0,8439.75,5.508975195822455,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1647,594.0,1509.25,8681.75,5.752360443929104,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1649,596.0,1557.25,10882.53,6.988299887622412,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1650,597.0,1577.15,8647.2,5.482801255429097,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1651,598.0,1584.54,8592.48,5.422696807906395,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1652,599.0,1585.51,8522.21,5.375059129239172,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1653,600.0,1585.38,8570.37,5.405877455247323,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1654,601.0,1583.87,8587.59,5.421903312771882,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1655,602.0,1581.48,8560.7,5.413094063788351,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1656,603.0,1578.94,8587.9,5.439028715467338,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1657,604.0,1576.23,8576.03,5.440849368429735,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1658,605.0,1571.1,8531.3,5.430144484755903,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1659,606.0,1567.2,8504.23,5.4263846350178655,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1660,607.0,1563.84,8522.52,5.449739103744629,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1661,608.0,1560.62,8513.85,5.455427970934629,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1662,609.0,1557.89,8501.62,5.457137538593868,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1663,610.0,1555.45,8504.58,5.467601015783214,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1664,611.0,1552.58,8455.72,5.446237875020933,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1665,612.0,1550.27,8476.41,5.467699174982422,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1666,613.0,1547.84,8431.94,5.447552718627249,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1667,614.0,1544.77,8431.23,5.457919301902549,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1668,615.0,1541.86,8402.64,5.449677662044544,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1669,616.0,1538.84,8407.3,5.463401003353175,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1670,617.0,1536.44,8380.41,5.45443362578428,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1671,618.0,1530.59,8365.28,5.465395697084132,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1672,619.0,1498.5,8776.67,5.85697030363697,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1673,620.0,1519.5,8633.09,5.681533399144455,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1674,621.0,1530.62,8420.47,5.5013458598476435,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1675,622.0,1532.78,8372.38,5.462218974673469,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1676,623.0,1532.34,8385.03,5.472042758134618,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1677,624.0,1531.16,8399.09,5.485442409676324,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1678,625.0,1528.78,8379.19,5.480965214092283,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1679,626.0,1526.16,8355.34,5.474747077632752,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1680,627.0,1523.62,8383.69,5.502480933566113,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1681,628.0,1520.59,8380.28,5.511202888352548,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1682,629.0,1518.41,8355.72,5.502940575997259,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1683,630.0,1516.22,8342.91,5.502440279115167,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1684,631.0,1515.16,8369.22,5.523654267536101,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1685,632.0,1513.62,8372.97,5.531751694612915,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1686,633.0,1511.81,8359.66,5.529570514813369,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1687,634.0,1510.44,8373.12,5.543497259076825,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1688,635.0,1507.16,8309.59,5.513409326149844,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1689,636.0,1505.91,8373.31,5.560299088258926,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1690,637.0,1503.72,8363.66,5.561979623866145,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1691,638.0,1501.53,8327.53,5.546029716355984,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1692,639.0,1500.56,8368.81,5.577124540171669,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1693,640.0,1499.0,8356.78,5.5749032688458975,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1694,641.0,1496.84,8377.06,5.596496619545175,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1695,642.0,1481.28,8324.34,5.619693778353857,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1696,645.0,1481.18,8209.54,5.542567412468438,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1697,646.0,1486.75,8306.78,5.5872069951235925,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1698,647.0,1487.26,8358.98,5.620389172034479,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1699,648.0,1486.3,8381.25,5.6390028930902245,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1700,649.0,1484.38,8414.34,5.668588905805791,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1701,650.0,1481.51,8365.76,5.646779299498485,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1702,651.0,1479.27,8381.21,5.66577433463803,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1703,652.0,1481.53,8387.33,5.661262343658246,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1704,653.0,1480.19,8379.49,5.661090805910051,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1705,654.0,1477.95,8382.34,5.671599174532291,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1706,655.0,1476.29,8378.98,5.675700573735512,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1707,656.0,1474.91,8380.09,5.681763633035236,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1708,657.0,1473.54,8347.01,5.664596821260367,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1709,658.0,1471.61,8328.86,5.659692445688736,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1710,659.0,1469.64,8324.83,5.664536893388857,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1711,660.0,1467.81,8321.67,5.669446317983936,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1712,661.0,1466.25,8320.67,5.674796248934356,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1713,662.0,1465.38,8350.05,5.69821479752692,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1714,663.0,1464.09,8319.66,5.682478536155564,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1715,664.0,1462.59,8330.2,5.695512754770648,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1716,665.0,1460.86,8324.25,5.698184630970799,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1717,666.0,1456.7,8271.36,5.678149241436123,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1718,667.0,1415.55,8705.98,6.150245487619653,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1719,668.0,1425.09,8535.72,5.989600656800623,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1720,669.0,1441.41,8316.97,5.770023796144053,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1721,670.0,1443.34,8335.47,5.775125749996536,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1722,671.0,1443.53,8278.31,5.734768241740732,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1723,672.0,1443.31,8321.03,5.76524100851515,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1724,673.0,1440.66,8323.16,5.777324281926339,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1725,674.0,1442.12,8343.41,5.785517155299143,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1726,675.0,1437.56,8263.03,5.747954867970729,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1727,676.0,1438.75,8285.0,5.758470894874023,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1728,677.0,1436.94,8266.56,5.752891561234289,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1729,678.0,1434.72,8251.16,5.75105944016951,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1730,679.0,1431.75,8238.09,5.75386066003143,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1731,680.0,1429.06,8244.81,5.769393867297384,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1732,681.0,1427.19,8223.97,5.762351193604214,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1733,682.0,1426.09,8220.12,5.7640962351604745,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1734,683.0,1424.62,8216.28,5.767348485912033,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1735,684.0,1423.19,8205.84,5.765807797974972,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1736,685.0,1421.47,8177.84,5.75308659345607,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1737,686.0,1420.0,8187.25,5.765669014084507,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1738,687.0,1419.12,8227.31,5.797473081909916,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1739,688.0,1417.09,8144.38,5.747256702114898,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1740,689.0,1415.5,8191.56,5.787043447545037,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1741,690.0,1405.22,8178.53,5.820106460198403,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1742,691.0,1375.25,8653.06,6.291990547173241,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1744,693.0,1334.78,10731.26,8.039721901736616,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1745,694.0,1349.89,8140.67,6.030617309558556,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1746,695.0,1349.57,7995.78,5.924687122564965,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1747,696.0,1349.28,7937.09,5.882463239653742,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1748,697.0,1346.46,7928.93,5.888723021849888,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1749,698.0,1340.16,7880.93,5.8805888849092645,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1750,699.0,1335.46,7846.11,5.875211537597531,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1751,700.0,1331.65,7834.78,5.883512935080539,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1752,701.0,1310.88,7805.53,5.954419931648968,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1753,702.0,1300.0,7795.42,5.996476923076923,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1754,703.0,1297.12,7793.02,6.007940668558037,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1755,704.0,1295.88,7792.8,6.013519770349106,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1756,705.0,1293.54,7765.76,6.003494286995378,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1757,706.0,1292.48,7748.29,5.994901275068086,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1758,707.0,1289.34,7797.92,6.047993547086106,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1759,708.0,1286.52,7795.94,6.0597114697012096,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1760,709.0,1283.47,7747.42,6.036307821764435,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1761,710.0,1280.45,7780.36,6.076270061306571,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1762,711.0,1276.95,7783.53,6.095407024550687,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1763,712.0,1272.36,7774.05,6.109945298500425,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1764,713.0,1268.52,7772.84,6.12748715037997,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1765,714.0,1265.66,7754.56,6.126890318094907,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1766,715.0,1261.98,7720.16,6.1174979001251995,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1767,716.0,1227.97,8295.3,6.755295324804351,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1768,717.0,1237.66,8121.56,6.562028343810093,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1769,718.0,1249.44,7816.84,6.25627481111538,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1770,719.0,1254.97,7725.91,6.15625074702981,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1771,720.0,1256.78,7747.97,6.164937379652764,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1772,721.0,1254.62,7742.12,6.170888396486586,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1773,722.0,1252.19,7727.12,6.170884610162994,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1774,723.0,1247.97,7732.91,6.196390938884749,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1775,724.0,1243.69,7706.59,6.196552195482797,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1776,725.0,1240.31,7740.97,6.241157452572342,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1777,726.0,1238.97,7766.53,6.268537575566801,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1778,727.0,1236.91,7745.06,6.261619681302601,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1779,728.0,1235.84,7748.66,6.269954039357846,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1780,729.0,1234.88,7741.91,6.269362205234516,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1781,730.0,1234.94,7759.62,6.283398383727144,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1782,731.0,1232.47,7720.53,6.26427418111597,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1783,732.0,1228.56,7688.75,6.258343100866055,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1784,733.0,1224.38,7713.78,6.300151913621587,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1785,734.0,1215.47,7699.94,6.3349486206981656,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1786,735.0,1210.88,7670.0,6.334236257928118,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1787,736.0,1208.81,7688.94,6.360751482863312,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1788,737.0,1207.31,7670.22,6.353148735618856,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1789,738.0,1206.22,7649.38,6.341612641143406,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
1790,739.0,1206.0,7655.44,6.347794361525705,2,False,within_configured_long_duration_thresholds,False,within_configured_incomplete_cycle_thresholds,regular_eligible,True,regular_eligible_after_duration_screening
